"Sexe";"Age";"prob";"Y";"pred"
"1";1;1;0.96770453530155;1;0.969816778016574
"2";1;1;0.96770453530155;1;0.969816778016574
"3";1;1;0.96770453530155;1;0.969816778016574
"4";1;1;0.96770453530155;1;0.969816778016574
"5";1;1;0.96770453530155;1;0.969816778016574
"6";1;1;0.96770453530155;1;0.969816778016574
"7";1;1;0.96770453530155;1;0.969816778016574
"8";1;1;0.96770453530155;1;0.969816778016574
"9";1;1;0.96770453530155;1;0.969816778016574
"10";1;1;0.96770453530155;1;0.969816778016574
"11";1;1;0.96770453530155;1;0.969816778016574
"12";1;1;0.96770453530155;1;0.969816778016574
"13";1;1;0.96770453530155;1;0.969816778016574
"14";1;1;0.96770453530155;1;0.969816778016574
"15";1;1;0.96770453530155;1;0.969816778016574
"16";1;1;0.96770453530155;1;0.969816778016574
"17";1;1;0.96770453530155;1;0.969816778016574
"18";1;1;0.96770453530155;1;0.969816778016574
"19";1;1;0.96770453530155;1;0.969816778016574
"20";1;1;0.96770453530155;1;0.969816778016574
"21";1;1;0.96770453530155;1;0.969816778016574
"22";1;1;0.96770453530155;1;0.969816778016574
"23";1;1;0.96770453530155;1;0.969816778016574
"24";1;1;0.96770453530155;1;0.969816778016574
"25";1;1;0.96770453530155;1;0.969816778016574
"26";1;1;0.96770453530155;1;0.969816778016574
"27";1;1;0.96770453530155;1;0.969816778016574
"28";1;1;0.96770453530155;1;0.969816778016574
"29";1;1;0.96770453530155;1;0.969816778016574
"30";1;1;0.96770453530155;1;0.969816778016574
"31";1;1;0.96770453530155;1;0.969816778016574
"32";1;1;0.96770453530155;1;0.969816778016574
"33";1;1;0.96770453530155;1;0.969816778016574
"34";1;1;0.96770453530155;1;0.969816778016574
"35";1;1;0.96770453530155;1;0.969816778016574
"36";1;1;0.96770453530155;1;0.969816778016574
"37";1;1;0.96770453530155;1;0.969816778016574
"38";1;1;0.96770453530155;1;0.969816778016574
"39";1;1;0.96770453530155;1;0.969816778016574
"40";1;1;0.96770453530155;1;0.969816778016574
"41";1;1;0.96770453530155;1;0.969816778016574
"42";1;1;0.96770453530155;0;0.969816778016574
"43";1;1;0.96770453530155;1;0.969816778016574
"44";1;1;0.96770453530155;1;0.969816778016574
"45";1;1;0.96770453530155;1;0.969816778016574
"46";1;1;0.96770453530155;1;0.969816778016574
"47";1;1;0.96770453530155;1;0.969816778016574
"48";1;1;0.96770453530155;1;0.969816778016574
"49";1;1;0.96770453530155;1;0.969816778016574
"50";1;1;0.96770453530155;1;0.969816778016574
"51";1;1;0.96770453530155;1;0.969816778016574
"52";1;1;0.96770453530155;1;0.969816778016574
"53";1;1;0.96770453530155;1;0.969816778016574
"54";1;1;0.96770453530155;1;0.969816778016574
"55";1;1;0.96770453530155;1;0.969816778016574
"56";1;1;0.96770453530155;1;0.969816778016574
"57";1;1;0.96770453530155;1;0.969816778016574
"58";1;1;0.96770453530155;1;0.969816778016574
"59";1;1;0.96770453530155;1;0.969816778016574
"60";1;1;0.96770453530155;1;0.969816778016574
"61";1;1;0.96770453530155;1;0.969816778016574
"62";1;1;0.96770453530155;1;0.969816778016574
"63";1;1;0.96770453530155;1;0.969816778016574
"64";1;1;0.96770453530155;1;0.969816778016574
"65";1;1;0.96770453530155;1;0.969816778016574
"66";1;1;0.96770453530155;1;0.969816778016574
"67";1;1;0.96770453530155;1;0.969816778016574
"68";1;1;0.96770453530155;1;0.969816778016574
"69";1;1;0.96770453530155;1;0.969816778016574
"70";1;1;0.96770453530155;1;0.969816778016574
"71";1;1;0.96770453530155;1;0.969816778016574
"72";1;1;0.96770453530155;1;0.969816778016574
"73";1;1;0.96770453530155;1;0.969816778016574
"74";1;1;0.96770453530155;1;0.969816778016574
"75";1;1;0.96770453530155;1;0.969816778016574
"76";1;1;0.96770453530155;1;0.969816778016574
"77";1;1;0.96770453530155;0;0.969816778016574
"78";1;1;0.96770453530155;0;0.969816778016574
"79";1;1;0.96770453530155;1;0.969816778016574
"80";1;1;0.96770453530155;1;0.969816778016574
"81";1;1;0.96770453530155;1;0.969816778016574
"82";1;1;0.96770453530155;0;0.969816778016574
"83";1;1;0.96770453530155;1;0.969816778016574
"84";1;1;0.96770453530155;1;0.969816778016574
"85";1;1;0.96770453530155;1;0.969816778016574
"86";1;1;0.96770453530155;1;0.969816778016574
"87";1;1;0.96770453530155;1;0.969816778016574
"88";1;1;0.96770453530155;1;0.969816778016574
"89";1;1;0.96770453530155;1;0.969816778016574
"90";1;1;0.96770453530155;0;0.969816778016574
"91";1;1;0.96770453530155;1;0.969816778016574
"92";1;1;0.96770453530155;1;0.969816778016574
"93";1;1;0.96770453530155;1;0.969816778016574
"94";1;1;0.96770453530155;1;0.969816778016574
"95";1;1;0.96770453530155;1;0.969816778016574
"96";1;1;0.96770453530155;1;0.969816778016574
"97";1;1;0.96770453530155;1;0.969816778016574
"98";1;1;0.96770453530155;1;0.969816778016574
"99";1;1;0.96770453530155;1;0.969816778016574
"100";1;1;0.96770453530155;1;0.969816778016574
"101";1;0;0.802183888558582;1;0.790061073993783
"102";1;0;0.802183888558582;1;0.790061073993783
"103";1;0;0.802183888558582;1;0.790061073993783
"104";1;0;0.802183888558582;1;0.790061073993783
"105";1;0;0.802183888558582;1;0.790061073993783
"106";1;0;0.802183888558582;1;0.790061073993783
"107";1;0;0.802183888558582;0;0.790061073993783
"108";1;0;0.802183888558582;0;0.790061073993783
"109";1;0;0.802183888558582;1;0.790061073993783
"110";1;0;0.802183888558582;1;0.790061073993783
"111";1;0;0.802183888558582;1;0.790061073993783
"112";1;0;0.802183888558582;1;0.790061073993783
"113";1;0;0.802183888558582;1;0.790061073993783
"114";1;0;0.802183888558582;1;0.790061073993783
"115";1;0;0.802183888558582;1;0.790061073993783
"116";1;0;0.802183888558582;1;0.790061073993783
"117";1;0;0.802183888558582;1;0.790061073993783
"118";1;0;0.802183888558582;1;0.790061073993783
"119";1;0;0.802183888558582;1;0.790061073993783
"120";1;0;0.802183888558582;1;0.790061073993783
"121";1;0;0.802183888558582;1;0.790061073993783
"122";1;0;0.802183888558582;0;0.790061073993783
"123";1;0;0.802183888558582;0;0.790061073993783
"124";1;0;0.802183888558582;1;0.790061073993783
"125";1;0;0.802183888558582;0;0.790061073993783
"126";1;0;0.802183888558582;1;0.790061073993783
"127";1;0;0.802183888558582;1;0.790061073993783
"128";1;0;0.802183888558582;0;0.790061073993783
"129";1;0;0.802183888558582;1;0.790061073993783
"130";1;0;0.802183888558582;1;0.790061073993783
"131";1;0;0.802183888558582;1;0.790061073993783
"132";1;0;0.802183888558582;1;0.790061073993783
